"review","sentiment"
"""I'll Take You There"" tells of a woebegone man who loses his wife to another and finds an unlikely ally in a blind date. Unlike most romantic comedies, this little indie is mostly tongue-in-cheek situational comedy featuring Rogers and Sheedy with little emphasis on romance. A sort of road trip flick with many fun and some poignant moments keeps moving, stays fresh, and is a worthwhile watch for indie lovers.","positive"
"Despite the all-star cast, this attempt at epic fails. It comes across as a set of flat cartoon stereotypes strung together by an all too, too clever social commentary. <br /><br />It's as if with every bit of dialogue and introduction to a new character the writer peeks out and says ""Isn't that clever? Am I not smart? Isn't that biting social commentary?"" And,sadly, the answer is always ""Ummmm...no."" Wearying self-absorbing stuff that is more like soap opera (in the worst sense of the term) than a movie...and an obvious attempt at television immortality. Thankfully, it died young. Empire Falls falls flat.","negative"
"This is a great premise for a movie. The overall plot is very original,interesting, and something to think about. However poor production, an obviously small budget, crapy acting from the main character, and several side actors really detract from this would be classic. An up and coming producer should try to resurect this story and give this basicly half hearted atempt a proper release.","negative"
"Ali G Indahouse has got to be one of the funniest films I've seen in a long time, and Cohen's portrayal of a British gangsta is hilarious. This film has cult classic written all over it, and it features some really great lines. Ali G Indahouse is a good-time party movie that will leave the viewer laughing literally from beginning to end. Definitely Vote Ali G and keep it real.","positive"
"Unique movie about confused woman (Lindsay Crouse) who gets involved with sharp con men. Joe Mantegna gives an Oscar-caliber performance as the slickest of the group. Absolutely enchanting first hour, as Mantegna shows Crouse ""the ropes"" of his con games. Story line unravels a bit later on, but still stands as a unique portrayal of an innocent caught up in a dark world. Definitely worth a shot.","positive"
"Absolutely one of the worst movies of all time.<br /><br />Low production values, terrible story idea, bad script, lackluster acting... and I can't even come up with an adjective suitably descriptive for how poor Joan River's directing is. I know that there's a special place in Hell for the people who financed this film; prolly right below the level reserved for child-raping genocidal maniacs.<br /><br />This movie is a trainwreck.<br /><br />(Terrible) x (infinity) = Rabbit Test.<br /><br />Avoid this at all costs.<br /><br />It's so bad, it isn't even funny how bad it is.","negative"
"In watching this early DeMille work, it was once again reinforced to me that early DeMille is far superior to late DeMille. His attention to use of light within scenes is remarkable. His pacing is very good, enabling much to be told in the space of an hour or so. It is a pity that he wasn't as intuitive about the style of his later sound films as he seemed to be in his silent films.<br /><br />This was the first film in which I had seen Cleo Ridgely. She was remarkable, quite restrained and yet conveyed a broad spectrum of emotions.<br /><br />The ending is wonderful.","positive"
"Superb! Even the Author was laughing at the end. And what a ""balcony"" scene! This film has it all. Wickedly funny and yet strangely faithful to the Bard of Avon. (But NOT for the Faint of Heart!) AND... the Best Credits since Monty Python and The Holy Grail! I am ""Troma""Tized!","positive"
"I saw this movie when I was in Israel for the summer. my Hebrew is not fluent, so the subtitles were very useful, I didn't feel lost at any point in the movie. You tend to get used to subtitles after about 5 minutes.<br /><br />This movie blew me away!!!!!! It depicts two of the most prominent taboos in the middle east today: A homosexual relationship between an Israeli and a Palestinian. It allows a person to enter both realms of the conflict simultaneously. The dilemma, the emotions entailed. The movie climaxes in tragedy when anger and rage drive one of the lovers to one extremist side! an absolute must see!!","positive"
"Brooke Shields -- in a departure from her ""Suddenly Susan"" duties -- plays a bitter divorcee who embroils three girlfriends in a ""girls only"" weekend in Palm Springs. The problem: Brooke is ""unattached"" and on the prowl, while her friends are all involved. Hence the title implications and emotional backlash their ""amoral"" weekend causes.<br /><br />Despite a few laughs generated by Dan Cortese (""Victoria's Closet"") and MTV ""relationship authorities"" Adam Corolla and Dr. Drew Pinsky, this is somber stuff for women only. D.B. Sweeney, Virginia Madsen and Jon Polito co-star.","negative"
"""Shadows and Fog"" is surely one of Woody Allen's weakest films, right up there with ""September"" and ""Hollywood Ending"" (though nothing Allen has done equals the awfulness of ""Anything Else"").<br /><br />""Shadows and Fog"" is Allen's homage to the German Expressionist style of film-making, all stark and stylized light and shadow and...you guessed it.....lots of fog. But you can tell Allen got caught up in the technique and the parody and forgot to make a movie that anyone would care about.<br /><br />Luckily, he made ""Husbands and Wives"" the same year, so things weren't a total wash for him.<br /><br />Grade: D","negative"
"AWiP tries to be funny, scary, tense, and romantic ... and fails in every respect. The acting is average at best, but mostly stupid. The special effects are not enough to make up for the stupid plot devices, and the chemistry between *ANY* character is juvenile.<br /><br />If you don't want to be mad at yourself, don't pay money to see it.","negative"
"This movie will confuse you to death. Furthermore, if your a Denise Richards' fan, don't even think of renting this movie. Besides getting top billing by being on the cover and about 10 minutes of air time if that, she has nothing to do with the movie or the many messed up plots.","negative"
"What does this movie have? Lots of gunfire and expensive effects. Nothing makes sense on any other level.<br /><br />Watching Arnold cry is seeing acting so bad that it is laughable. The plot is ludicrous.<br /><br />If you think the Devil will be impressed by a bad actor with a machine gun, well, this movie is for you!","negative"
"Alright, let me break it down for ya... Haggard is probably one of the funniest pointless movies you'll ever see. It's got a mixture of a unique storyline about a guy having girl troubles and everything going backwards for him mixed in with countless humorous scenes that will keep you laughing throughout the whole movie, basically, if you've seen jackass or the CKY series, you'd know what to expect for humor, considering it has most of the people from those movies. Overall... i just had to give it a 10/10 because its one of my favorite movies of all time.<br /><br />~F0rs4k3n<br /><br />(P.S.) Haggard rules!","positive"
"This is a perfect example of the 90's mainstream horror crap.Nothing is scary here and the film is almost bloodless.Yes,there is some violence,but everything is politically correct like in a TV movie.This is not a completely bad picture,I can safely say that I found it quite enjoyable.However a lack of the originality really hurts ""Voodoo"".All in all if you are a part of the mainstream audience and pseudo-horror movies like ""Scream"" are your favourite then you'll love ""Voodoo"",but if you want something very gruesome avoid this film.","negative"
"This was truly a heart warming movie. It is filled with so many messages. Loyalty, friendship, sickness, death, and the paranoia society has concerning anything they don't understand. I have shed a few tears during certain movies, but this movie kept the tears flowing.","positive"
"This movie is bad.<br /><br />This movie is REALLY bad.<br /><br />This movie is might as well be half a minute long and shown 200 times in a row, because you'd get the same effect.<br /><br />The phone rings. Man A answers the phone and gets annoyed by Man B. Man A curses off Man B, and then hangs up the phone. Repeat.<br /><br />This is the entire movie.<br /><br />DO NOT WATCH THIS MOVIE. TRUST ME.","negative"
"As a former Erasmus student I enjoyed this film very much. It was so realistic and funny. It really picked up the spirit that exists among Erasmus students. I hope, many other students will follow this experience, too. However, I wonder if this movie is all that interesting to watch for people with no international experience. But at least one of my friends who has never gone on Erasmus also enjoyed it very much. I give it 9 out of 10.","positive"
"Not even the most ardent stooge fan could possibly like the movie, (I one of them) the stooges just aren't given any material to work with. It is really a shame too because this is the only feature length movie the stooges did with Curly, and this one effort by them is painfully unfunny, when it could have had great potential. Awful musical numbers don't help any either. The short they did with the same title has more laughs.","negative"
"this movie is certainly worth a watch. it's full of action. it's also humorous. you'll laugh until your stomach hurts if you watch this movie. this movie also includes lots of hi-tech things hence the name gen-y. i recommend you to watch the prequel of this movie which is gen-x.","positive"
"And unfortunately, so did I. ANY movie that relies on a bad pun as its tagline or its title should be relegated to the $2.00 bin, but we decided to try a second consecutive bad movie for movie night. We had a winner in ""House of the Dead""--go with that one if you want a laughable flick.<br /><br />Some witch jumped into the water after being set on fire by Mr. Miner. Some guy took a dump in the woods. And that same guy grabbed a new girlfriend right in front of his old one. I don't remember much else. The last third of the movie was utterly insipid, and we were all waiting in agony until the end.","negative"
"Steve Martin looks like he's had a face lift. Something very strange about his face. I usually like anything Steve does, but this movie comes off as trashy not funny. Didn't think Charlene encouraging him to be rough with his wife was a good message to be sending out to teens watching this film.","negative"
"A young man discovers that life is precious after he is seriously injured in a street racing accident. His father is a pastor who changes his outlook on life and he spends the whole movie sharing his new-found love for others in this shocking and heartwarming movie. The theme is built around street car racing and it is an excellent movie for people who are into that and movies like 'the fast and the furious'. This shows how people can overcome their problems and gives the general message about the meaning of life in a new and exciting way!","positive"
"There are few movies that appear to provide enterntainment as well as realism. If you've ever wondered about the role of snipers in modern war, take a look at this one. <br /><br />I just loved the scene where hundred soldiers get shooting at the jungle, no-one quite sure where that shot came?<br /><br />And, they nicked one scene to Saving Private Ryan, so it has to have some merit in the scene.<br /><br />","positive"
"This is the middle cartoon of the three (between Rabbit Fire and Duck! Rabbit, Duck!) and is the weakest of the three, while still being quite funny. It simply depends on one gag for too much of the action. Still a good cartoon. I feel a definite sympathy for Daffy in this one, which is rare for me. Daffy is so clearly overmatched that it almost becomes painful to watch at times. Good cartoon in an excellent series. Recommended.","positive"
"Wow! I'm shocked to learn that it's a small world and that we are all interconnected. What a waste of 88 minutes. John Dunne put it much better in one sentence. ""No man is an island."" The acting wasn't bad. The kids gave it all they had but at times the thread got so thin I couldn't follow it and the only real ""hero"" in the film ends up in jail after being tormented by a meter maid. I don't know. I just don't get it. Oh well.","negative"
"""The King is Alive"" is a flawed and contrived mess of a movie which comes off like a self indulgent auteur's excuse to transport a bunch of actors to a Godforsaken Namibian desert where he can play major-Dogme-domo and film his selfishly conceived, silly, overwrought drama with utter disregard for the real forces of human nature, market appeal, common sense, and even good art. In other words this is one dumbassed flick and if you don't believe that, your penance is watching it. Only for filmheads, critics, dilettantes, and the like. (D)","negative"
"Like another user I got this cheap - I thought. 85 kroners (£8). Although not worth that amount of money it is a total classic that I - like the other users - first saw when I was a kid and was looking forward to seeing again some 20 years after. The story is amazingly thin (which is why it might have worked for kids), but all the radio language and trucker stuff makes up for it. It'll look good on my DVD shelf in years to come. First viewing (1980): 10/10. Second viewing (2002): 4/10","negative"
"Don't waste your time and money on it. It's not quite as bad as ""Adrenalin"", by the same director but that's not saying much.","negative"
"The Love Letter is one of my all-time favorite books, so naturally I was skeptical when I heard it was to become a movie. But, I liked it. I found myself grinning through the entire movie. I admit that it isn't a great movie but definitely a pleasant hour and a half. I thought that Capshaw and Scott were perfect as Helen and Johnny. Just as I pictured them. And the town and scenery were just right as well. I recommend this film, but don't expect too much, just enjoy it.","positive"
"In & Out was a funny comedy with good performances by Joan Cusack, Tom Selleck, Matt Dillon, and Kevin Kline. The thought of Kevin Kline being gay was very funny. If I was him, I would hate to say I'm gay at his own wedding with his family, friends, and his going to be wife there. Very seldom would that ever happen. I also loved when he was dancing around when the voice on the radio was talking to him. I'd say that In & Out was a silly comedy with a lot of laughs and giggles. This is a recommended comedy and Kevin Kline had a great performance as a gay guy. Trust me you'll like this movie.<br /><br />7/10","positive"
"this movie, i won't call it a ""film,"" was basically about nothing and functioned mostly for the popular acts of the time. yeah the war was on full swing (pun intended), and this movie gave the troops and our audiences a treat.<br /><br />but let's have something with a bit more substance.<br /><br />loved seeing a young Buddy Rich on the drums. the music was good throughout.<br /><br />but one cameo after another gets old fast.<br /><br />i didn't even recognize Zero Mostel! so if you're one from the ""greatest generation,"" as they say, you'll definitely enjoy this...<br /><br />movie.","negative"
"bad acting, bad southern accents, inconsistent cinematography, horrible script...<br /><br />I was looking forward to this film at a recent film festival and was so discouraged after seeing it. It contains quote/unquote name talent, but they do not deliver. Of course the basis for this is the uneven and uninteresting story that is told.<br /><br />don't bother","negative"
"I gave this film a 2 mostly because it does actually have an ok cast but the film itself is just so (insert unusually rude word beginning with the sixth letter of the alphabet)-ing pointless that I felt bad that at the time I voted for it its lowest vote was a three.<br /><br />Very predictable plot....two nare-do-well musicians have no money and plenty of money problems. However when a friend leaves a bag full of money (that belongs to drug dealers) in their care they of course spend it and then the ""fun"" begins.<br /><br />Not an original idea in this whole film.","negative"
"The last good Ernest movie, and the best at that. How can you not laugh at least once at this movie. The last line is a classic, as is Ernest's gangster impressions, his best moment on film. This has his best lines and is a crowning achievement among the brainless screwball comedies.","positive"
"The star of this film is the screenplay. Attention to detail for the period in dress, language ,social mores ( we don't hurt women) and the politics are remarkable. It is a reminder of Kosovo to-day. The subtle pieces in the action scenes are there for an attentive viewer and the choreography of these action sequences is superb. Perhaps this film is to close to the bone of reality to earn the support it should have received. It is like a staircase of increasing violence with well paced pauses of peace and serenity between each step. A great film....","positive"
"Bizarre take on the Cinderella tale. Terribly poor script, but Kathleen Turner turns in a pretty decent evil step-mother performance.<br /><br />Visually stunning in some parts, but that's about it. The period costumes range from the Elizabethan era to the 1990s. Fast forward until you see something interesting and save yourself the full 90 minutes of drivel.<br /><br />If you're really in the mood for a Cinderella story - I suggest ""Ever After: A Cinderella Story"" or ""The Glass Slipper"".","negative"
"This film was excellent - the emotional power of Tom Hulce and Ray Liotta's performances brought tears to my eyes and joy to my heart - this film shows us that there is still hope in the world. If this film had come out at the end of 1988, instead of Rain Man, Hulce would certainly have been at least nominated for a Best Actor Oscar. Definitely a must-see!","positive"
"Never having read or seen the Bard's original work, I can't begin to compare this work to his story. So I won't. Instead I will just say that this was a very entertaining story with some very nice special effects (and some that looked a little lower in budget, but still decent enough to enjoy). I thought all the primary actors did a fine job performing. The style of magic seemed more black than white and is almost certain to offend anyone easily upset about that sort of thing, but I thought it was well done.","positive"
"The story of how the (communist) leader who freed the Congo from Belgium imperialism was eliminated by the Western powers through the hand of Mobutu. A story of struggle and injustice, of hope and the search of freedom. The story could be the one of any African country. A very moving film with images full of symbolism and beauty. If you have to see only one foreign film this year, see this one.","positive"
"I'm normally a fan of Mel Gibson, but in this case he did a movie with a poor script. The acting for the most part really wasn't that bad, but the story was just pointless with flaws and boring. I thought I would like the movie a little but I didn't like it at all actually. I give it a 1 1/2 out of 5!","negative"
"Aside from the horrendous acting and the ridiculous and ludicrous plot, this movie wasn't too bad. Unfortunately, that doesn't leave much movie not to suck. Do not waste your time on this film, even if you find yourself suffering from insomnia, as I did. Watch an infomercial instead.","negative"
"A fun romp...a lot of good twists and turns! (and we were not even baked!)<br /><br />Didn't know this movie even existed until watching the extra trailers on a Monty Python DVD...(oddly it was there along with The City of Lost Children, and The Adventures of Baron Munchauhsen)<br /><br />The plot keeps you wondering throughout.<br /><br />The acting was awesome...Hank Azaria shows his talent again, Bill Bob is Billy Bob...(wecis?)<br /><br />Definitely worth watching.","positive"
"The retelling of a classic story is set to the music of Burt Bacharach and lyrics of Hal David. The actors seem like real people in this fairytale of the outside world meeting with mystical Shangra-la. It is a joy to watch Bobby Van, whose acting puts me in mind of Red Buttons, and, as always, George Kennedy (Cool-Hand Luke) who always manages to carry gravitas in his roles. <br /><br />The surprise here is Charles Boyer as the elder High Lama. Who would have known? <br /><br />All-star cast including Michael York and Olivia Hussey makes this work a keeper for those of us who cherish people.","positive"
"In this 4th Child's Play film, Chucky gets lucky. It's very funny and there are some enjoyable parts. Very good direction. Not as bad as it could be. The best one in the series since the first. Three stars out of four.","positive"
"A low budget effort from Texas that's at least filmed well, but that is little consolation. Bad acting, or, should I say, bad over-acting, a pretty limp story line that's nothing new, bad special effects, bad, bad, bad. Seems like a bunch of young folks are putting together a haunted house for Halloween, which is done every year, but this year things are different. Has a long extended lesbian theme that is not only annoying but definitely fills out the empty spots, of which there are a lot. Putrid, puerile, definitely avoidable, at all costs.","negative"
"What about DJ Cash Money??? This film fails in part by not covering the mid to late 80s. There was only a small mention of DJ Cheese in 86.<br /><br />Also, it's Grandmixer ""DST"", not ""DXT""!!!!!","positive"
"I went through boot camp at MCRD Parris Island in 1953 and this film is about as accurate a depiction of what boots went through in that era, even to burying that danged sand flea. Many of the ""actors"" in the film were active duty Marines. This film may be more entertaining to Marines than others, but I feel the film itself is very well done, and Jack Webb made a ""good DI"". Semper Fi!","positive"
"Not as bad as 1992's ""Nails"" (where Hopper plays an ""unstable"" cop) but pretty bad. How can a movie with such a great cast go so wrong? This film manages to find a way. The story was pretty stupid and Hopper's direction seemed like he had never directed before. All of the long shots in the beginning were bothersome. Lots of meaningless scenes with a lot of meaningless dialogue.","negative"
"I did it too. When i first saw the band, i dismissed them straight away without even listening to the music. Then one day, out of sheer curiosity, i bought the cd and fell in love with it. So i bought the video. hold onto your lunch kids, this isnt going to be pretty! the video was excellent - a great opportunity to hear the music, see some of the promo videos, and meet the band...although i *still* dont know how they can cope with wearing those masks all the time! a must for all fans of the band, and fans of alternative music in general","positive"
"Shower keeps within itself in so many ways. Almost all of the movie takes place in an old- time bathhouse, with the denizens supplying the humor, pathos, and emotional touches. The love and friendship between the proprietor and his retarded son is deep and moving. The way the older brother is drawn into this tiny world seems unforced and persuasive. The plot is meandering, full of surprises and ironies, and touched overall by a sense of what I'd have to call neighborliness in the relations and conflicts of the performers. This is a film I pull out when I want to believe in the world again.","positive"
"I bought the video rather late in my collecting and probably would have saved a lot of money if I bought it earlier. It invariably supersedes anything else on those ""Cosmo's moon"" nights. Cher and Olympia certainly deserve their awards but this is really a flawless ensemble performance of a superb screenplay. What? You don't know what a ""Cosmo's moon"" is?","positive"
"This film is really unbelievable. I've seen so much cheap trash-movies, especially a lot 'Full Moon'-Pictures, but 'Dollman' is really hard. So much comes together: the laughable story, the actors always at the edge of parody and the special effects! How long I could talk about them! It is a really bad movie, but also one of the funniest ones. If you're a fan of bad movies to laugh about, you have to see it. And don't miss 'Dollman vs. Demonic Toys'. It really funnier and worse.","negative"
"This is one of those rare comedies where try as you might, you can't help but giggle, chortle, guffaw and yes, even laugh out loud. The lead actor's performance as Hyde is pure manic genius. See if you can keep a straight face when he does his transformation. Good luck. :) On the downside there are times when the movie does bog down. It seemed longer than its 90 minutes.","positive"
"This movie kept me constantly entertained. In comparing this to Serial Mom, Mr. Waters has gone back to his grittier side. This is not nearly as polished.<br /><br />There is a dark side here. A message about how success and fame changes a person -- but more importantly how it changes the people around you.<br /><br />There is not a false moment in this film.<br /><br />The characters are somewhat cartoonish... but I want to believe that is what Mr. Waters is trying to achieve.<br /><br />It is fascinating to watch how Mr. Waters has evolved... This is truly his finest work.","positive"
"This movie was in one word. Terrible. First of all the people who invented that thingie that puts you in the TV, are slightly insane! Secondly, the three teens are so obsessed with the show, it's scary! The movie was stupid, and no effort or thought was put into it!","negative"
"After reading previews for this movie I thought it would be a let down, however after I got my region 1 dvd ( the dvd was available before the film hit the uk cinemas) I was pleasantly surprised, strong performances from all cast members make this a very enjoyable movie. The fact that the script is quite weak means that you dont get bogged down in story and therefore the repeat viewing factor is greater. I recommend this movie to one and all<br /><br />","positive"
"This movie blew me away. If you can see only one of the animated bug movies this year see this one instead of Antz. the plot, characters, and jokes are better in A Bugs life. Also when you go stay in your seat until the end of the credits. it's the best part of the movie. Rating 9","positive"
"This was a complete disappointment. The acting isn't bad, but the production was just so bad that at times I felt I needed to stop it, but I sadly made it through and was able to finish it a bit embarrassed by the whole poor movie. It is o.k. if you are o.k. with cheesy moral plots and don't mind watching a movie that vastly misconstrues Whitman. If you want a cheesy fictional story go for it.","negative"
"You should know that I am the type of person that watches even the worst of movies to the finish, often out of sheer morbid curiosity. I even watched Leprechaun to the end before giving in to the temptation of tearing out my eyes and stamping on them. You should also know that this movie was in my VCR for less than half an hour before I made a frantic leap for the stop button and dashed back the rental store just to put as much distance between me and it as possible.","negative"
"This is one of the worst movies I have ever seen. I could hardly stay awake. The acting and the plot were horrible. I like B-movies, but this movie has nothing that could make me laugh or think about. OK, there were two or three funny moments at the beginning, so I have to give this movie 2 out of 10. If you really want to watch it, watch the first 10 minutes. After that you will get more and more disappointed while the movie runs.","negative"
"When I rented this movie to watch it, I knew that it was not going to be a mindbender movie. Instead I thought of it as a disbelief of reality where someone is going to get a serious beating. And you know what it worked. Kurt Russel did what I though was a remarkable role in showing the emotionless soldier that he was. I recommend this movie if your out with the boys and want to watch a good action film.","positive"
"Imagine turning the American national anthem into a cartoon. Throw in a couple of cute animals, some terrible puns and a pair of roller skates and you'd find yourself with almost an exact replica of this film.<br /><br />I remember seeing this when I was younger; I made my Mother rent it from the video shop about 5 times. The story itself isn't too bad, it's just that any Marxists watching would certainly have something to complain about.<br /><br />If you don't like America you won't like this film.","negative"
"The storyline seemed fine, the actors seemed fine, the movie should<br /><br />have been fine. But it sure wasn't - It didn't lead us anywhere, the<br /><br />scenes are weird. Maybe it was meant to create something new, to make<br /><br />us think. That atleast it did: Where is the rest of this film? To me it<br /><br />was waste of money, time, and talent. Someone might want to see this<br /><br />for curiosity, to see if they can figure it out. Other I personally<br /><br />wouldn't recommend this to anyone.","negative"
"After reading Fool For Love in a Drama class of mine, I was looking forward to seeing how Sam Shepard's wonderful play would be translated to the screen. Much to my dismay, it was nowhere near as entertaining as the play. The film seemed to drag, the music was inappropriate for the tone of the movie, and all the raw energy of the play seemed to have been sucked out of this film version. It's a shame to see this come out this way even with Shepard's involvement, playing the role of Eddie. Do yourselves a favor...see the play next time it's being performed in your area or simply read the book instead.","negative"
"Mel Brooks really outdid himself with this hilarious stand-up of the Robin Hood story. The cast is perfect, and Cary Elwes does a fine job at his role. In my personal opinion (besides the fact that I'm a Cary Elwes fan) this movie is the best, and funniest, I've ever seen! It will have you laughing every time you see it!","positive"
"Pakeezah is in my mind the greatest achievement of Indian cinema. The film is visually overwhelming but also emotionally breathtaking. The music, the songs, the sets, the costumes, the cinematography, in fact every creative element is worthy of superlatives.","positive"
"I was particularly moved by the understated courage and integrity of l'Anglaise, in this beautifully acted, intellectually and visually compelling film. Thank you so much, Monsieur le directeur Rohmer.","positive"
"""Antwone Fisher"" tells of a young black U.S. Navy enlisted man and product of childhood abuse and neglect (Luke) whose hostility toward others gets him a stint with the base shrink (Washington) leading to introspection, self appraisal, and a return to his roots. Pat, sanitized, and sentimental, ""Antwone Fisher"" is a solid feel-good flick about the reconciliation of past regrets and closure. Good old Hollywood style entertainment family values entertainment with just a hint of corn. (B)","positive"
"LOL!!! delirious was so funny.. i was in tears. Eddie Murphys impressions are absolutely spot on. The best impression was of James Brown and Mr T> SO FUNNY!! Its weird how Eddie Murphy was back then and how he is now DELIRIOUS is a must see but if u don't like foul language don't watch BUT AMAZING AND SO FUNNY.. i have seen it 6/7 times and still pee myself every time.. This is Eddie Murphy at his prime and you can see where he got the humour and ideas of movies such as nutty professor from. He does impressions of his family as well, which is real funny.<br /><br />if only i was there...","positive"
"along with it's partner, this is the greatest piece of animation ever created. the images and styles are amazing, and match perfectly with the story which is a brilliantly realistic reinterpretation of our own world, where is has been, and where it could go. quite affecting and sometimes painful to watch, it it a masterpiece of the visual art.","positive"
"The visuals and effects are up to par with the the original film and provide a lot of entertainment even if the storyline is essentially the same as the first two films. It also seems a lot more erotically charged than I remember the other films being. If you're a big fan of flying prehensile hair and tongues that can reach all the way down into your stomach, you'll like this film.","positive"
"This movie sucks from beginning till (especially) the end. You probably don't get 'm any worse, acting, storyline ,photography, camera work, etcetera it's all bad, very, very bad.<br /><br />But that's what makes it a 'great' watch, it will give you more than enough good laughs. The worse, the better! <br /><br />I really have no clue what so ever of what these people were thinking making this movie. A serious viking movie? The story is goddamn ridiculous, it's more like a comedy in disguise, kinda like Mafia, also pointless but damn funny.<br /><br />And look out for the very very end of the movie... uhum.","negative"
"Okay,<br /><br />I realize that there are some doubting Thomas's out there...I was one of them...but then I saw this masterpiece of celluloid.<br /><br />All I can say is that the scene in which George Wendt gets sucked out of the spaceship BY HIS A** left me trembling. I sometimes sit bolt upright in my bed, screaming like an old man on a proctologist's table thinking about it. If the director is reading this... I would pay to be an extra in the sequel.","negative"
"I appear to be in the minority on this one, but I found One True Thing to be schmaltzy, contrived and generally unpleasant. Not that the acting was all that bad, but the characters seemed little more than archetypes (the bad father, oh, but wait, maybe he's not unredeemably bad; maybe there can be a resolution at the end . . .). Admittedly, the woman I was with loved the movie, so maybe you'll like it. But I didn't.","negative"
"Oh, well, this movie starts off well. It's kinda funny and seems like it could be a fun movie. Then it becomes a bit serious and goes off the rails. It sort of wants to be 'Boogie Nights' but it can't achieve it. If only it stayed with the tone of the first quarter of the film...","negative"
"<br /><br />After the wit and liveliness of Highway 61 and Roadkill I expected this movie to shine, but it was as bloated and self-deluded as the hard-rock stars it parodied. The pace dragged, not helped by an over-long hallucination sequence, the characters were flat and unmemorable, and Art Bergmann is no Jello Biafra. I had to poke myself to stay awake.","negative"
"Do you liked ""Dead Man don't wear Plaid""? What about ""Top Secret"" and ""A Chorus Line""? Well Müllers Büro is a fantastic Melange of all three of them, as unlikely it may seem. Very Funny ""tongue in Cheek"" Movie Noir hommage with stunning Songs and great Dancing. You have to have a little odd humor for this movie, but it is very well worth seeing it. I've voted it a nine, If the end would be a bit more logic it would have gotten a ten. Thats how Good that Movie is.","positive"
"I have never seen such terrible performances in all my life.<br /><br />Everyone in the entire film was absolute rubbish.<br /><br />Not one decent actor/actress in the whole film, it was a joke.<br /><br />Reminded me of drama at school...","negative"
"""Chairman of the Board"" is a ridiculously stupid film from the popular comic Carrot Top (also seen on the 1-800-COLLECT commercials). He plays a surfing inventor who comes upon a man who has a flat tire. Top helps him out and a few days later discovers the guy's died and has given his company to the comedian. Even if someone else was in Carrot Top's role, it still would have been bad. The jokes (which are constantly rigged throughout) are terrible and the idea of a romantic ""plot twist"" should have been discarded. DO NOT WATCH!!!","negative"
"After looking at monkeys (oops apes) for more than one hour, I was feeling like one too. I was an ape, spending money on this movie. Please people, hold you money in your pocket and go see some funny movie like Bridget Jones's Diary..","negative"
"Well, after seeing ""Beginning"" I thought why the hell they burned Schraders Version and did that poor one. But now, after seeing ""Dominion"" I deeply understand this decision. Even they got it not much better.<br /><br />Sorry, but this movie is really crap. Some good moments, but a really boring story-telling and some major plot-holes are killing this movie.<br /><br />I thing the Exorcist-story has a lot and in a prequel on this you can built on a lot and give references the audience will like to see. But there is so much little of it in the movie. The effects are really bad - not even TV-standard.","negative"
"Ruth Gordon at her best. This episode is my favorite of the whole Columbo series. Peter Falk and Ruth Gordon worked so well together that they should both be inducted into the television hall of fame, regardless of the rest of their work. Even the music was outstanding in this episode.","positive"
"This one man show may be the most fantastic show I've ever seen. To call this simply a stand up act is to do it a great injustice, there is a definate reason that this was a Broadway show. John Leguizamo is a master of making people of every culture feel at home listening to his story of growing up and dealing with his family and life in general. I would reccomend this show to anyone, as long as they can handle the language.","positive"
"The greatest Tarzan ever made! This movie is done in a way that no other Tarzan ever has come close in doing. It has every thing in it that you would want in a Tarzan movie. No other Tarzan movie ever has or ever will portray the character this well. I would say that if you have seen a Tarzan movie and liked it you should see this one you will love it, and if you have never seen Tarzan you should see this one and forget the rest of them.","positive"
"If you want to see a true thriller, rent this!!! It's not from the director or screenwriter of ""Scream"", doesn't feature overacting, overpaid ""TV"" actors passing off as ""stars"", and is not a run of the mill special effects bonanza. Instead you'll get a top-notch, edgy, very strong (in violence) yet thrilling nailbiter.","positive"
"Read the book, forget the movie!","negative"
"I really liked this movie despite one scene that was pretty bad (the one when Samantha and Nick are flirting in the hotel). The story is so cool and can't wait to read the book! Bravo for the super station!","positive"
"Oh God,what an idiotic movie!Incredibly cheap with fake special effects(the creature is played by one guy in lame costume)and stupid plot.All dialogues are unbelievably bad and these actors(HA!HA!HA!)...they're simply ludicrous.For example I have never seen so annoying characters like in this junk(these dumb kids or pregnant woman with his husband and many more).All in all,this is a great entertainment if you're drunk.Avoid it like the plague.Am I drunk?I don't think so...","negative"
"Worst pile of drivel to date! Everyone involved with this production should be ashamed of themselves. Not one single element of the movie was anything slightly like an original idea. A first grader telling you a story about nap time is more entertaining.","negative"
"But to be a little more precise I do not think that it is as bad as it actually could be. Eventhough the actors (famous to semi-famous) didn't do a very great job. Directors fault? Could be the script as well hard for me to say? Anyway, if you are after a lot of cool guns and action this is not the movie for you but they do run around with a lot of ww2 vintage guns. Sort of fun :) Well I guess I could say more but it just doesn't feel as if it's worth it. If you are desperate enough or a Hackman freak see it otherwise don't!<br /><br />Live well and prosper","negative"
"We've all seen bad movies, well this one takes the cake. I've seen that Junior movie box staring back at many times from my many journeys to the horror section at the local video store, and I was a little interested, it looks like it pays some homage to Texas Chainsaw Massacre, so I thought I'd get it. Mistake! Junior sucks hard, long, and with commitment. In other words it's really bad. Although it does win my award for most creative use of a bikini top. AVOID!!","negative"
